id,external_id,sku,gtin,brand,name,variant,presentation,capacity_value,capacity_unit,pack_count,category_id,category_name,subcategory_id,description,tags,alcohol_percentage,age_restricted,is_active,is_verified,is_popular,price,regular_price,price_status,stock_status,image_master,image_thumbnail,image_alt,image_source,image_rights_status,image_sha256,created_at,updated_at,catalog_status,notes,publication_status,slug,alcohol_status,image_status,rights_status,commercial_status,identity_status,image_thumbnail_sha256,priority,package_type
"corona-extra-330ml","corona-extra-330ml","corona-extra-330ml","","Corona","Corona Extra","Lager","Botella · 330 ml · Unidad","330","ml","1","cervezas","","lager","Cerveza en botella de 330 ml.","cervezas,corona,lager","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/cervezas/corona-extra-330ml-master.webp","assets/catalog/products/cervezas/corona-extra-330ml-thumb.webp","","[object Object]","","edc4976eb3b1567afcf5cb00a5b16a9d651fec0bd2381f05efc4ed7f0d2b2d16","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","corona-extra-330ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","59d8e507f0e9796bdbb36cc5c3d53510b24187d9271211e142baf3a600aa681e","P0",""
"imperial-golden-473ml","imperial-golden-473ml","imperial-golden-473ml","","Imperial","Imperial Golden","Golden","Lata · 473 ml · Unidad","473","ml","1","cervezas","","golden","Cerveza en lata de 473 ml.","cervezas,imperial,golden","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/cervezas/imperial-golden-473ml-master.webp","assets/catalog/products/cervezas/imperial-golden-473ml-thumb.webp","","[object Object]","","5ca04c5fdf439ea9469c9c5145219fbc2538a2a70b91e2002076ae0fe57802c2","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","imperial-golden-473ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","aacb12f9212de05ed82e8533b7f5a56f2673f820ef3db289699826dfd041ed36","P0",""
"brahma-chopp-1000ml","brahma-chopp-1000ml","brahma-chopp-1000ml","","Brahma","Brahma Chopp","Rubia","Botella retornable · 1 L · Unidad","1000","ml","1","cervezas","","rubia","Cerveza en botella retornable de 1 L.","cervezas,brahma,rubia","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/cervezas/brahma-chopp-1000ml-master.webp","assets/catalog/products/cervezas/brahma-chopp-1000ml-thumb.webp","","[object Object]","","dc49063744606c4b239181f95060029f102b44f6a5e80477820596b25f892bd9","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","brahma-chopp-1000ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","c3829040f65bb4f0b436cca142fb37d3eb33498b2a46fd0a7300b8676474cd8c","P0",""
"amstel-lager-473ml","amstel-lager-473ml","amstel-lager-473ml","","Amstel","Amstel Lager","Lager","Lata · 473 ml · Unidad","473","ml","1","cervezas","","lager","Cerveza en lata de 473 ml.","cervezas,amstel,lager","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/cervezas/amstel-lager-473ml-master.webp","assets/catalog/products/cervezas/amstel-lager-473ml-thumb.webp","","[object Object]","","d2012f9a70970c63ecde79e51d6ba74592e971f3f5d830440fda531d41ca8e8d","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","amstel-lager-473ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","446b5d0c2928b038c0c405e6d610726725fefdcd1f684f8a3e0e75530d9e1804","P0",""
"rutini-malbec-750ml","rutini-malbec-750ml","rutini-malbec-750ml","","Rutini","Rutini Malbec","Malbec","Botella · 750 ml · Unidad","750","ml","1","vinos","","malbec","Vino en botella de 750 ml.","vinos,rutini,malbec","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/vinos/rutini-malbec-750ml-master.webp","assets/catalog/products/vinos/rutini-malbec-750ml-thumb.webp","","[object Object]","","9104a64ea89c9b727bfceeea75b4b5680206fb7504a2f59abbc0941c79371925","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","rutini-malbec-750ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","dfb5cfd55afd7831a15e68ed80d87f133cdb4c8f70f7895f4977b19ddef1141f","P0",""
"trapiche-reserva-malbec-750ml","trapiche-reserva-malbec-750ml","trapiche-reserva-malbec-750ml","","Trapiche","Trapiche Reserva Malbec","Malbec","Botella · 750 ml · Unidad","750","ml","1","vinos","","malbec","Vino en botella de 750 ml.","vinos,trapiche,malbec","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/vinos/trapiche-reserva-malbec-750ml-master.webp","assets/catalog/products/vinos/trapiche-reserva-malbec-750ml-thumb.webp","","[object Object]","","af08382512881582597ba7d3a46f745b217b572be6fb3e6de7fb21289d8705d9","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","trapiche-reserva-malbec-750ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","bd94932c7d1f27aa9c7c47f9c1109165fff9749498669ff94a88db9869a69a22","P0",""
"fin-del-mundo-cabernet-franc-750ml","fin-del-mundo-cabernet-franc-750ml","fin-del-mundo-cabernet-franc-750ml","","Fin del Mundo","Fin del Mundo","Cabernet Franc","Botella · 750 ml · Unidad","750","ml","1","vinos","","cabernet-franc","Vino en botella de 750 ml.","vinos,fin-del-mundo,cabernet-franc","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/vinos/fin-del-mundo-cabernet-franc-750ml-master.webp","assets/catalog/products/vinos/fin-del-mundo-cabernet-franc-750ml-thumb.webp","","[object Object]","","b67365177d30ba367c1c1552c40075aa792feb1a32f77f776aa88a5f6f45f9b8","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","fin-del-mundo-cabernet-franc-750ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","4286e0176bae93939d64fc64ec9a28c4e0ebc7ac9f8468980d6128c01c2422b5","P2",""
"chandon-delice-750ml","chandon-delice-750ml","chandon-delice-750ml","","Chandon","Chandon Délice","Délice","Botella · 750 ml · Unidad","750","ml","1","espumantes","","delice","Chandon Délice en botella de 750 ml.","espumantes,chandon,délice","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/espumantes/chandon-delice-750ml-master.webp","assets/catalog/products/espumantes/chandon-delice-750ml-thumb.webp","","[object Object]","","f16ce0b7661a7a9f473880413eddb9033c7cab9d3eb2ecffa2bb231077172acb","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","chandon-delice-750ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","908b4e961be545caea0fa80baa7b15e6ca675c17aed7cbeee2fdd0b57c2523dc","P1",""
"tanqueray-dry-700ml","tanqueray-dry-700ml","tanqueray-dry-700ml","","Tanqueray","Tanqueray Dry","London Dry","Botella · 700 ml · Unidad","700","ml","1","destilados","","london-dry","Gin en botella de 700 ml.","gin,tanqueray,london-dry","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/gin/tanqueray-dry-700ml-master.webp","assets/catalog/products/gin/tanqueray-dry-700ml-thumb.webp","","[object Object]","","9192f7251b222012eac804a1bb76be85c88ded76a3e817eebe6b31e925147cf8","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","tanqueray-dry-700ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","27228782abb6194a7f3c39de3d351a665f09a484ad7a457aa5ee943babc6219f","P0",""
"bombay-sapphire-750ml","bombay-sapphire-750ml","bombay-sapphire-750ml","","Bombay Sapphire","Bombay Sapphire","London Dry","Botella · 750 ml · Unidad","750","ml","1","destilados","","london-dry","Gin en botella de 750 ml.","gin,bombay-sapphire,london-dry","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/gin/bombay-sapphire-750ml-master.webp","assets/catalog/products/gin/bombay-sapphire-750ml-thumb.webp","","[object Object]","","62a5326fc4d01e7ee5016026b9c3954317f136021982f72aa6cbc45d2a4b0b7c","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","bombay-sapphire-750ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","d45edd19f08befaf8ba6a1106490e3ec6fefdfb37e8cefad310e060c71525ae8","P0",""
"bosque-nativo-500ml","bosque-nativo-500ml","bosque-nativo-500ml","","Bosque","Bosque Nativo","Nativo","Botella · 500 ml · Unidad","500","ml","1","destilados","","nativo","Gin en botella de 500 ml.","gin,bosque,nativo","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/gin/bosque-nativo-500ml-master.webp","assets/catalog/products/gin/bosque-nativo-500ml-thumb.webp","","[object Object]","","19a1f808373ae19c3873886d77ed166d782afb8c665996c89e4dc8e481943956","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","bosque-nativo-500ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","1c213012dd1c51c71696daa903c2fe738a382f885cc8fb9b108765e48cdb217d","P0",""
"smirnoff-700ml","smirnoff-700ml","smirnoff-700ml","","Smirnoff","Smirnoff","Original","Botella · 700 ml · Unidad","700","ml","1","destilados","","original","Vodka en botella de 700 ml.","vodka,smirnoff,original","","true","false","true","","","","pending","confirmation_required","","","","[object Object]","pending_review","","","","review_only","No aprobado: La revisión visual detectó conflicto: la imagen declara 750 ml y el SKU 700 ml.","blocked","smirnoff-700ml","not_supplied_by_source","rejected","pending_review","identity_verified_price_pending","approved","","P0",""
"johnnie-walker-red-label-750ml","johnnie-walker-red-label-750ml","johnnie-walker-red-label-750ml","","Johnnie Walker","Johnnie Walker Red Label","Red Label","Botella · 750 ml · Unidad","750","ml","1","destilados","","red-label","Whisky en botella de 750 ml.","whisky,johnnie-walker,red-label","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/whisky/johnnie-walker-red-label-750ml-master.webp","assets/catalog/products/whisky/johnnie-walker-red-label-750ml-thumb.webp","","[object Object]","","2ec16fe9e4e2b6d64cac914570f777a5dd8f5c34943d90a8c49c91f8184de801","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","johnnie-walker-red-label-750ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","7a85b0e95851463b9b662b47c1ba35fe7c3d737f79f7471260d508b500c8d608","P0",""
"hielo-cristal-4kg","hielo-cristal-4kg","hielo-cristal-4kg","","Cristal","Hielo Cristal","Bolsa de hielo","Bolsa · 4 kg · Unidad","4000","g","1","hielo","","bolsa-de-hielo","Hielo Cristal en bolsa de 4 kg.","complementos,cristal,bolsa-de-hielo","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/complementos/hielo-cristal-4kg-master.webp","assets/catalog/products/complementos/hielo-cristal-4kg-thumb.webp","","[object Object]","","9927abf61d9f6abc95907c216915aec12316ff7584bdc9cb37c9939b5a64e1a1","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","hielo-cristal-4kg","not_applicable","verified","pending_review","identity_verified_price_pending","verified","0e31a93acf1104a12765498b2b5ccb1cb5ad6518d95550a3ed339b8da549d3fd","P0",""
"coca-cola-original-2250ml-local","coca-cola-original-2250ml-local","coca-cola-original-2250ml-local","","Coca-Cola","Coca-Cola Sabor Original","Original","Botella PET · 2,25 L · Unidad","2250","ml","1","gaseosas","","original","Coca-Cola Sabor Original en botella de 2,25 L.","gaseosas,coca-cola,original","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/gaseosas/coca-cola-original-2250ml-local-master.webp","assets/catalog/products/gaseosas/coca-cola-original-2250ml-local-thumb.webp","","[object Object]","","e10ae1cb9f7f6cace7fae64e35f218ddb9c5c590f9fb838f289344f83044fb05","","","approved","Identidad y frente de producto verificados contra ficha comercial y activo local. Derechos pendientes; precio pendiente por diseño; bloqueado para compra y publicación.","blocked","coca-cola-original-2250ml-local","not_applicable","verified","pending_review","identity_verified_price_pending","verified","d96b0914f0154af3b007cf57213bc4eb16ed23d530e7d0e23928b400a60a030f","P0","botella-pet"
"coca-cola-sin-azucar-2250ml-local","coca-cola-sin-azucar-2250ml-local","coca-cola-sin-azucar-2250ml-local","","Coca-Cola","Coca-Cola Sin Azúcar","Sin azúcar","Botella PET · 2,25 L · Unidad","2250","ml","1","gaseosas","","sin-azucar","Coca-Cola Sin Azúcar en botella de 2,25 L.","gaseosas,coca-cola,sin-azucar","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/gaseosas/coca-cola-sin-azucar-2250ml-local-master.webp","assets/catalog/products/gaseosas/coca-cola-sin-azucar-2250ml-local-thumb.webp","","[object Object]","","547da4b3086209623780b44c2559621c8b95b3b3c3ae0ff84eae79d172fe908c","","","approved","Identidad y frente de producto verificados contra ficha comercial y activo local. Derechos pendientes; precio pendiente por diseño; bloqueado para compra y publicación.","blocked","coca-cola-sin-azucar-2250ml-local","not_applicable","verified","pending_review","identity_verified_price_pending","verified","17937379e0478df114be5ee5c5a88adcb71f517ee36915be0f1d9d0820dbe3c7","P0","botella-pet"
"sprite-sin-azucar-2250ml-local","sprite-sin-azucar-2250ml-local","sprite-sin-azucar-2250ml-local","","Sprite","Sprite","Sin azúcar","Botella PET · 2,25 L · Unidad","2250","ml","1","gaseosas","","sin-azucar","Sprite en botella de 2,25 L.","gaseosas,sprite,sin-azucar","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/gaseosas/sprite-sin-azucar-2250ml-local-master.webp","assets/catalog/products/gaseosas/sprite-sin-azucar-2250ml-local-thumb.webp","","[object Object]","","79f237237e587bda4ee3d4b79396cb1632431976b627efd1260b0a174f6787a8","","","approved","Identidad y frente de producto verificados contra ficha comercial y activo local. Derechos pendientes; precio pendiente por diseño; bloqueado para compra y publicación.","blocked","sprite-sin-azucar-2250ml-local","not_applicable","verified","pending_review","identity_verified_price_pending","verified","ca056bad1dedae05571c6158ed79a89ece5a116f00b9595e6bad33398fb9f2c4","P0","botella-pet"
"7up-original-2000ml-local","7up-original-2000ml-local","7up-original-2000ml-local","","7UP","7UP","Original","Botella PET · 2 L · Unidad","2000","ml","1","gaseosas","","original","7UP en botella de 2 L.","gaseosas,7up,original","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/gaseosas/7up-original-2000ml-local-master.webp","assets/catalog/products/gaseosas/7up-original-2000ml-local-thumb.webp","","[object Object]","","7b08f25648f422e397a8acb1a2697c3369c07bbc0fb33654de41aab18effd2fa","","","approved","Identidad y frente de producto verificados contra ficha comercial y activo local. Derechos pendientes; precio pendiente por diseño; bloqueado para compra y publicación.","blocked","7up-original-2000ml-local","not_applicable","verified","pending_review","identity_verified_price_pending","verified","32f23a6df4dc43fa9cf009a1a04b81b88a76620be95cdfd673a7ab1fbe87f4f3","P0","botella-pet"
"bonaqua-sin-gas-2250ml-local","bonaqua-sin-gas-2250ml-local","bonaqua-sin-gas-2250ml-local","","Bonaqua","Bonaqua","Sin gas","Botella PET · 2,25 L · Unidad","2250","ml","1","aguas","","sin-gas","Bonaqua en botella de 2,25 L.","aguas,bonaqua,sin-gas","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/aguas/bonaqua-sin-gas-2250ml-local-master.webp","assets/catalog/products/aguas/bonaqua-sin-gas-2250ml-local-thumb.webp","","[object Object]","","516a937639cbf4f3c8e6bebaeb6fe0c69de79ea414ee5c58b864afd73105b85b","","","approved","Identidad y frente de producto verificados contra ficha comercial y activo local. Derechos pendientes; precio pendiente por diseño; bloqueado para compra y publicación.","blocked","bonaqua-sin-gas-2250ml-local","not_applicable","verified","pending_review","identity_verified_price_pending","verified","19c42b25f6f537e65e0564c38ca0961fa2ebd30b0a924ce3b4291d65d2e99d3e","P0","botella-pet"
"manaos-lima-limon-2250ml-local","manaos-lima-limon-2250ml-local","manaos-lima-limon-2250ml-local","","Manaos","Manaos","Lima limón","Botella PET · 2,25 L · Unidad","2250","ml","1","gaseosas","","lima-limon","Manaos en botella de 2,25 L.","gaseosas,manaos,lima-limon","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/gaseosas/manaos-lima-limon-2250ml-local-master.webp","assets/catalog/products/gaseosas/manaos-lima-limon-2250ml-local-thumb.webp","","[object Object]","","a37fd5092787b36bda645051d2cfc0024584036db597f7aec0a654a505dbc1f7","","","approved","Identidad y frente de producto verificados contra ficha comercial y activo local. Derechos pendientes; precio pendiente por diseño; bloqueado para compra y publicación.","blocked","manaos-lima-limon-2250ml-local","not_applicable","verified","pending_review","identity_verified_price_pending","verified","f424e34f0508854df15fc875455a0ba1ef2d809b45c65935a6a55271deec9bd6","P1","botella-pet"
"manaos-naranja-2250ml-local","manaos-naranja-2250ml-local","manaos-naranja-2250ml-local","","Manaos","Manaos","Naranja","Botella PET · 2,25 L · Unidad","2250","ml","1","gaseosas","","naranja","Manaos en botella de 2,25 L.","gaseosas,manaos,naranja","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/gaseosas/manaos-naranja-2250ml-local-master.webp","assets/catalog/products/gaseosas/manaos-naranja-2250ml-local-thumb.webp","","[object Object]","","bae272320403d8083531707de7b547f9f17eb227c509b9bdbcb20dc26bbee50f","","","approved","Identidad y frente de producto verificados contra ficha comercial y activo local. Derechos pendientes; precio pendiente por diseño; bloqueado para compra y publicación.","blocked","manaos-naranja-2250ml-local","not_applicable","verified","pending_review","identity_verified_price_pending","verified","08b783fb79ee945d8f4140de1aade8d11d0c885fa178357a9d104f05fc94bac6","P1","botella-pet"
"pepsi-black-2250ml-local","pepsi-black-2250ml-local","pepsi-black-2250ml-local","","Pepsi","Pepsi Black","Sin azúcar","Botella PET · 2,25 L · Unidad","2250","ml","1","gaseosas","","sin-azucar","Pepsi Black en botella de 2,25 L.","gaseosas,pepsi,sin-azucar","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/gaseosas/pepsi-black-2250ml-local-master.webp","assets/catalog/products/gaseosas/pepsi-black-2250ml-local-thumb.webp","","[object Object]","","ea43555c9bbb75d3baed58b175ee223aaf6a0110d0079448846515c3a5e554be","","","approved","Identidad y frente de producto verificados contra ficha comercial y activo local. Derechos pendientes; precio pendiente por diseño; bloqueado para compra y publicación.","blocked","pepsi-black-2250ml-local","not_applicable","verified","pending_review","identity_verified_price_pending","verified","07ca52c2d016cd6cb3c5de3fafcee361cb1ae707dce9d2ca2e4093dafea3b3a0","P0","botella-pet"
"schweppes-tonica-354ml-local","schweppes-tonica-354ml-local","schweppes-tonica-354ml-local","","Schweppes","Schweppes Tónica","Tónica","Lata · 354 ml · Unidad","354","ml","1","mixers","","tonica","Schweppes Tónica en lata de 354 ml.","mixers,schweppes,tonica","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/mixers/schweppes-tonica-354ml-local-master.webp","assets/catalog/products/mixers/schweppes-tonica-354ml-local-thumb.webp","","[object Object]","","53c9f4a662802a19c90b67bb1086a87b1f2dc540e8cddb5397fea0c277f00b13","","","approved","Identidad y frente de producto verificados contra ficha comercial y activo local. Derechos pendientes; precio pendiente por diseño; bloqueado para compra y publicación.","blocked","schweppes-tonica-354ml-local","not_applicable","verified","pending_review","identity_verified_price_pending","verified","a0b173c9c41b6cdd1a4f1b825c328e5285a37d95df4e6cd5692f9cf9f01bef29","P0","lata"
"levite-manzana-2250ml-local","levite-manzana-2250ml-local","levite-manzana-2250ml-local","","Levité","Levité","Manzana","Botella PET · 2,25 L · Unidad","2250","ml","1","aguas-saborizadas","","manzana","Levité en botella de 2,25 L.","aguas-saborizadas,levite,manzana","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/aguas-saborizadas/levite-manzana-2250ml-local-master.webp","assets/catalog/products/aguas-saborizadas/levite-manzana-2250ml-local-thumb.webp","","[object Object]","","8bc1e8c59652fcaa927132f4f32c735e2fdb692868ef7967d9340b5cc4eb73ed","","","approved","Identidad y frente de producto verificados contra ficha comercial y activo local. Derechos pendientes; precio pendiente por diseño; bloqueado para compra y publicación.","blocked","levite-manzana-2250ml-local","not_applicable","verified","pending_review","identity_verified_price_pending","verified","3e77d493218af749bdb1173a9ff6b6bd8d19ca49e55485b8e4fae9e36c8a1ce5","P0","botella-pet"
