id,external_id,sku,gtin,brand,name,variant,presentation,capacity_value,capacity_unit,pack_count,category_id,category_name,subcategory_id,description,tags,alcohol_percentage,age_restricted,is_active,is_verified,is_popular,price,regular_price,price_status,stock_status,image_master,image_thumbnail,image_alt,image_source,image_rights_status,image_sha256,created_at,updated_at,catalog_status,notes,publication_status,slug,alcohol_status,image_status,rights_status,commercial_status,identity_status,image_thumbnail_sha256,priority,package_type
"coca-cola-sin-azucar-2250ml","coca-cola-sin-azucar-2250ml","coca-cola-sin-azucar-2250ml","","Coca-Cola","Coca-Cola Sin Azúcar","Sin azúcar","Botella PET · 2,25 L · Unidad","2250","ml","1","gaseosas","","sin-azucar","Coca-Cola Sin Azúcar en botella pet de 2,25 L.","gaseosas,coca-cola,sin-azúcar","","false","false","true","","","","pending","confirmation_required","","","","[object Object]","pending_review","","","","review_only","No aprobado: La revisión visual encontró tabla nutricional, no frente de producto.","blocked","coca-cola-sin-azucar-2250ml","not_applicable","rejected","pending_review","identity_verified_price_pending","approved","","P0",""
"sprite-sin-azucar-600ml","sprite-sin-azucar-600ml","sprite-sin-azucar-600ml","","Sprite","Sprite","Sin azúcar","Botella PET · 600 ml · Unidad","600","ml","1","gaseosas","","sin-azucar","Sprite en botella pet de 600 ml.","gaseosas,sprite,sin-azúcar","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/gaseosas/sprite-sin-azucar-600ml-master.webp","assets/catalog/products/gaseosas/sprite-sin-azucar-600ml-thumb.webp","","[object Object]","","d059b3d12169848587a8772c2c7a88ea67fe63facf2181532c3d9a5c5daf2828","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","sprite-sin-azucar-600ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","d56d36ec5f7f46a6b3146625babc603a00091fc65468555a5ee64c3e980599bf","P0",""
"fanta-naranja-2250ml","fanta-naranja-2250ml","fanta-naranja-2250ml","","Fanta","Fanta Naranja","Naranja","Botella PET · 2,25 L · Unidad","2250","ml","1","gaseosas","","naranja","Fanta Naranja en botella pet de 2,25 L.","gaseosas,fanta,naranja","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/gaseosas/fanta-naranja-2250ml-master.webp","assets/catalog/products/gaseosas/fanta-naranja-2250ml-thumb.webp","","[object Object]","","b2540cb81b9d77dddceb4824c307b23542e98036411a445a21630f5d687254fc","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","fanta-naranja-2250ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","cbd06796793951a4baeba8a868fe3649ba7b5893227d8e26a022c4a335ae6784","P0",""
"pepsi-black-1500ml","pepsi-black-1500ml","pepsi-black-1500ml","","Pepsi","Pepsi Black","Sin azúcar","Botella PET · 1,5 L · Unidad","1500","ml","1","gaseosas","","sin-azucar","Pepsi Black en botella pet de 1,5 L.","gaseosas,pepsi,sin-azúcar","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/gaseosas/pepsi-black-1500ml-master.webp","assets/catalog/products/gaseosas/pepsi-black-1500ml-thumb.webp","","[object Object]","","3bb830d4ae94b5861b0ec93da7f3a567bc188afb957188ec43ff45633e286175","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","pepsi-black-1500ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","ad3244d868a41938cb87154581717273c1322e704a3a24bbc943cc0e1c578e14","P0",""
"schweppes-tonica-354ml","schweppes-tonica-354ml","schweppes-tonica-354ml","","Schweppes","Schweppes Tónica","Tónica","Lata · 354 ml · Unidad","354","ml","1","mixers","","tonica","Schweppes Tónica en lata de 354 ml.","mixers,schweppes,tónica","","false","false","true","","","","pending","confirmation_required","","","","[object Object]","pending_review","","","","review_only","No aprobado: La revisión visual encontró tabla nutricional, no frente de producto.","blocked","schweppes-tonica-354ml","not_applicable","rejected","pending_review","identity_verified_price_pending","approved","","P0",""
"schweppes-pomelo-sin-azucar-2250ml","schweppes-pomelo-sin-azucar-2250ml","schweppes-pomelo-sin-azucar-2250ml","","Schweppes","Schweppes Pomelo","Sin azúcar","Botella PET · 2,25 L · Unidad","2250","ml","1","mixers","","sin-azucar","Schweppes Pomelo en botella pet de 2,25 L.","mixers,schweppes,sin-azúcar","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/mixers/schweppes-pomelo-sin-azucar-2250ml-master.webp","assets/catalog/products/mixers/schweppes-pomelo-sin-azucar-2250ml-thumb.webp","","[object Object]","","567376cc630171200601b285123a6dc77ca579ff6e4b1c60723b1e96be81a473","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","schweppes-pomelo-sin-azucar-2250ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","239bbc15eca1610ffb9a8bf62629705640d7e78784addeaaa66863c82c5421f8","P0",""
"schweppes-ginger-ale-310ml","schweppes-ginger-ale-310ml","schweppes-ginger-ale-310ml","","Schweppes","Schweppes Ginger Ale","Ginger ale","Lata · 310 ml · Unidad","310","ml","1","mixers","","ginger-ale","Schweppes Ginger Ale en lata de 310 ml.","mixers,schweppes,ginger-ale","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/mixers/schweppes-ginger-ale-310ml-master.webp","assets/catalog/products/mixers/schweppes-ginger-ale-310ml-thumb.webp","","[object Object]","","66085b2c2b19538179dd535458121eab832af419f931a5c7a993bc95cf0d6ea5","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","schweppes-ginger-ale-310ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","ca04d953139f2aba9f4626159b510dfc16ff559c68a9ddc3fbc070ca4cc2ef16","P0",""
"paso-de-los-toros-pomelo-1500ml","paso-de-los-toros-pomelo-1500ml","paso-de-los-toros-pomelo-1500ml","","Paso de los Toros","Paso de los Toros Pomelo","Pomelo","Botella PET · 1,5 L · Unidad","1500","ml","1","mixers","","pomelo","Paso de los Toros Pomelo en botella pet de 1,5 L.","mixers,paso-de-los-toros,pomelo","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/mixers/paso-de-los-toros-pomelo-1500ml-master.webp","assets/catalog/products/mixers/paso-de-los-toros-pomelo-1500ml-thumb.webp","","[object Object]","","b03dc8c1df125a5ef02cd32f9b0f731c054f249c5c9769302e8e1878742f352c","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","paso-de-los-toros-pomelo-1500ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","71fc197a889f6cc21b1c148d5cbd84b81820beedd05dd4c21b2b28fb390c046b","P0",""
"paso-de-los-toros-tonica-1500ml","paso-de-los-toros-tonica-1500ml","paso-de-los-toros-tonica-1500ml","","Paso de los Toros","Paso de los Toros Tónica","Tónica","Botella PET · 1,5 L · Unidad","1500","ml","1","mixers","","tonica","Paso de los Toros Tónica en botella pet de 1,5 L.","mixers,paso-de-los-toros,tónica","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/mixers/paso-de-los-toros-tonica-1500ml-master.webp","assets/catalog/products/mixers/paso-de-los-toros-tonica-1500ml-thumb.webp","","[object Object]","","95e01fc6555de50588d4d58e17664f45285b7e8ec4a15852c57db6450c0d4754","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","paso-de-los-toros-tonica-1500ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","d5a3df57f483d75933e7a51326e617ef9e738b04245964325089fc3a7196d9d6","P0",""
"soda-ivess-1500ml","soda-ivess-1500ml","soda-ivess-1500ml","","Ivess","Soda Ivess","Soda","Sifón · 1,5 L · Unidad","1500","ml","1","mixers","","soda","Soda Ivess en sifón de 1,5 L.","mixers,ivess,soda","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/mixers/soda-ivess-1500ml-master.webp","assets/catalog/products/mixers/soda-ivess-1500ml-thumb.webp","","[object Object]","","ed015022ab4bd24bc2610ab8e1c23707956a2582f405ed84bdcbc78d3d21d64b","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","soda-ivess-1500ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","2fe45297a1ea3365d4748e3453e9d0eabb2005b2d939d4d57e42e738b08709ac","P0",""
"britvic-ginger-beer-200ml","britvic-ginger-beer-200ml","britvic-ginger-beer-200ml","","Britvic","Britvic Ginger Beer","Ginger beer","Botella · 200 ml · Unidad","200","ml","1","mixers","","ginger-beer","Britvic Ginger Beer en botella de 200 ml.","mixers,britvic,ginger-beer","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/mixers/britvic-ginger-beer-200ml-master.webp","assets/catalog/products/mixers/britvic-ginger-beer-200ml-thumb.webp","","[object Object]","","b7aae02313f29a838d861e1253bc9dbec5048b62bb94d3b575f8ef30e44792d3","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","britvic-ginger-beer-200ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","ac426a56a84ac00249f354b829bee575ecede0fa85f591ffee5b17ec3afe93d1","P0",""
"villavicencio-sin-gas-500ml","villavicencio-sin-gas-500ml","villavicencio-sin-gas-500ml","","Villavicencio","Villavicencio","Sin gas","Botella PET · 500 ml · Unidad","500","ml","1","aguas","","sin-gas","Villavicencio en botella pet de 500 ml.","aguas,villavicencio,sin-gas","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/aguas/villavicencio-sin-gas-500ml-master.webp","assets/catalog/products/aguas/villavicencio-sin-gas-500ml-thumb.webp","","[object Object]","","85446b91105baa90e2bc83862738e17c164ec8307198fb916a6e4e0494bc651a","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","villavicencio-sin-gas-500ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","c3ef60e6bb13ad09459f0118264e5546fe4144c1fd69372abf9648fb10373ad5","P0",""
"eco-de-los-andes-sin-gas-2000ml","eco-de-los-andes-sin-gas-2000ml","eco-de-los-andes-sin-gas-2000ml","","Eco de los Andes","Eco de los Andes","Sin gas","Botella PET · 2 L · Unidad","2000","ml","1","aguas","","sin-gas","Eco de los Andes en botella pet de 2 L.","aguas,eco-de-los-andes,sin-gas","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/aguas/eco-de-los-andes-sin-gas-2000ml-master.webp","assets/catalog/products/aguas/eco-de-los-andes-sin-gas-2000ml-thumb.webp","","[object Object]","","7d072c2670ec39cce11e6e39b0b17b50775d24b331f68d5679f83f2d38b5b598","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","eco-de-los-andes-sin-gas-2000ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","f5c938d6a8bf4c54629ac399b670c023990990bf10f11b6374b0418bce12470b","P0",""
"glaciar-sin-gas-1500ml","glaciar-sin-gas-1500ml","glaciar-sin-gas-1500ml","","Glaciar","Glaciar","Sin gas, baja en sodio","Botella PET · 1,5 L · Unidad","1500","ml","1","aguas","","sin-gas-baja-en-sodio","Glaciar en botella pet de 1,5 L.","aguas,glaciar,sin-gas,-baja-en-sodio","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/aguas/glaciar-sin-gas-1500ml-master.webp","assets/catalog/products/aguas/glaciar-sin-gas-1500ml-thumb.webp","","[object Object]","","516b58e9b27b2368c4ea47c9b809172584cae2a73047e8ce7f5f6ee9c9704f86","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","glaciar-sin-gas-1500ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","de6934ad7891bc3ceeeb3d5bc87301eeeac885ef3975d9cd1fe9595bef1a50a0","P0",""
"glaciar-con-gas-1500ml","glaciar-con-gas-1500ml","glaciar-con-gas-1500ml","","Glaciar","Glaciar","Con gas, baja en sodio","Botella PET · 1,5 L · Unidad","1500","ml","1","aguas","","con-gas-baja-en-sodio","Glaciar en botella pet de 1,5 L.","aguas,glaciar,con-gas,-baja-en-sodio","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/aguas/glaciar-con-gas-1500ml-master.webp","assets/catalog/products/aguas/glaciar-con-gas-1500ml-thumb.webp","","[object Object]","","f25d2298c5969ab2709e75ad1e12605eed5e23522ae4d822ded6bece937361ac","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","glaciar-con-gas-1500ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","c3c61adc43191cfcfe49453d3ba95ce23a13272a3e7a9a98fbbce14a07ac29d5","P0",""
"levite-manzana-2250ml","levite-manzana-2250ml","levite-manzana-2250ml","","Levité","Levité","Manzana","Botella PET · 2,25 L · Unidad","2250","ml","1","aguas-saborizadas","","manzana","Levité en botella pet de 2,25 L.","aguas-saborizadas,levité,manzana","","false","false","true","","","","pending","confirmation_required","","","","[object Object]","pending_review","","","","review_only","No aprobado: La revisión visual encontró una pieza gráfica, no envase verificable.","blocked","levite-manzana-2250ml","not_applicable","rejected","pending_review","identity_verified_price_pending","approved","","P0",""
"aquarius-pera-2200ml","aquarius-pera-2200ml","aquarius-pera-2200ml","","Aquarius","Aquarius","Pera","Botella PET · 2,2 L · Unidad","2200","ml","1","aguas-saborizadas","","pera","Aquarius en botella pet de 2,2 L.","aguas-saborizadas,aquarius,pera","","false","false","true","","","","pending","confirmation_required","","","","[object Object]","pending_review","","","","review_only","No aprobado: La revisión visual encontró tabla nutricional, no frente de producto.","blocked","aquarius-pera-2200ml","not_applicable","rejected","pending_review","identity_verified_price_pending","approved","","P0",""
"h2oh-limon-1500ml","h2oh-limon-1500ml","h2oh-limon-1500ml","","H2OH!","H2OH!","Limón","Botella PET · 1,5 L · Unidad","1500","ml","1","aguas-saborizadas","","limon","H2OH! en botella pet de 1,5 L.","aguas-saborizadas,h2oh!,limón","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/aguas-saborizadas/h2oh-limon-1500ml-master.webp","assets/catalog/products/aguas-saborizadas/h2oh-limon-1500ml-thumb.webp","","[object Object]","","95ba2b92e9115c116b367391fa2aea4521ef40fedbffec45980a17669df52a2e","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","h2oh-limon-1500ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","14bda74ab306b0677bd068748724d70ce08a350961990b8cc2c5e83c0fb08eb7","P0",""
"red-bull-energy-drink-355ml","red-bull-energy-drink-355ml","red-bull-energy-drink-355ml","","Red Bull","Red Bull Energy Drink","Original","Lata · 355 ml · Unidad","355","ml","1","energizantes","","original","Red Bull Energy Drink en lata de 355 ml.","energizantes,red-bull,original","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/energizantes/red-bull-energy-drink-355ml-master.webp","assets/catalog/products/energizantes/red-bull-energy-drink-355ml-thumb.webp","","[object Object]","","8a6412ad95bd27b27946d231fd64edc6d47c4c10edeed0dd1e0d4cf80138221e","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","red-bull-energy-drink-355ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","670f17d0bf4a50da211c73d449d5dce17da15dde504793cf8a85b3480bb20d12","P0",""
"monster-mango-loco-473ml","monster-mango-loco-473ml","monster-mango-loco-473ml","","Monster","Monster Mango Loco","Mango Loco","Lata · 473 ml · Unidad","473","ml","1","energizantes","","mango-loco","Monster Mango Loco en lata de 473 ml.","energizantes,monster,mango-loco","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/energizantes/monster-mango-loco-473ml-master.webp","assets/catalog/products/energizantes/monster-mango-loco-473ml-thumb.webp","","[object Object]","","4f741b4603f4e831a282a212d5794acc5f415132022292527a3ea1f8177b4030","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","monster-mango-loco-473ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","04920df03a70f383d687ff3857ba0ca5b5b5e6690675d0235105f1a11a5184d8","P0",""
"monster-ultra-473ml","monster-ultra-473ml","monster-ultra-473ml","","Monster","Monster Ultra","Sin azúcar","Lata · 473 ml · Unidad","473","ml","1","energizantes","","sin-azucar","Monster Ultra en lata de 473 ml.","energizantes,monster,sin-azúcar","","false","false","true","","","","pending","confirmation_required","","","","[object Object]","pending_review","","","","review_only","No aprobado: La revisión visual encontró dorso nutricional, no frente de producto.","blocked","monster-ultra-473ml","not_applicable","rejected","pending_review","identity_verified_price_pending","approved","","P0",""
"speed-zero-473ml","speed-zero-473ml","speed-zero-473ml","","Speed","Speed Zero","Sin azúcar","Lata · 473 ml · Unidad","473","ml","1","energizantes","","sin-azucar","Speed Zero en lata de 473 ml.","energizantes,speed,sin-azúcar","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/energizantes/speed-zero-473ml-master.webp","assets/catalog/products/energizantes/speed-zero-473ml-thumb.webp","","[object Object]","","05d42db5e99ca49cf8f8889434322b9bf6836dda9c5857d5a6ac4400a3a0cf41","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","speed-zero-473ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","d4f67ab1d6f22f3c8923a99c725beca8080e320c5e3fdf2b43d2cb1934abb18c","P0",""
"gatorade-zero-fresa-kiwi-400ml","gatorade-zero-fresa-kiwi-400ml","gatorade-zero-fresa-kiwi-400ml","","Gatorade","Gatorade Zero","Fresa y kiwi","Botella PET · 400 ml · Unidad","400","ml","1","isotonicas","","fresa-y-kiwi","Gatorade Zero en botella pet de 400 ml.","isotonicas,gatorade,fresa-y-kiwi","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/isotonicas/gatorade-zero-fresa-kiwi-400ml-master.webp","assets/catalog/products/isotonicas/gatorade-zero-fresa-kiwi-400ml-thumb.webp","","[object Object]","","45727244a85983841e328071ed25150fbdd1e190842443adb41ee3d0cb52ad70","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","gatorade-zero-fresa-kiwi-400ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","a872686c13121818fc948c2cacd1c47a0ea45e52ca21e49ef548998a2f107af3","P0",""
"powerade-mountain-blast-995ml","powerade-mountain-blast-995ml","powerade-mountain-blast-995ml","","Powerade","Powerade","Mountain Blast","Botella PET · 995 ml · Unidad","995","ml","1","isotonicas","","mountain-blast","Powerade en botella pet de 995 ml.","isotonicas,powerade,mountain-blast","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/isotonicas/powerade-mountain-blast-995ml-master.webp","assets/catalog/products/isotonicas/powerade-mountain-blast-995ml-thumb.webp","","[object Object]","","55e6a5de8bcd294291a121c4bceb6198b49fdafb90b910b5e102da136d344adb","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","powerade-mountain-blast-995ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","32e6d30ba74b10bb2b8d5808a3490142bd237dbd22d1b7d81b9a6dcc9fdce010","P0",""
"brancamenta-450ml","brancamenta-450ml","brancamenta-450ml","","Brancamenta","Brancamenta","Menta","Botella · 450 ml · Unidad","450","ml","1","fernet","","menta","Brancamenta en botella de 450 ml.","fernet,brancamenta,menta","","true","false","true","","","","pending","confirmation_required","","","","[object Object]","pending_review","","","","review_only","No aprobado: La revisión visual encontró dorso del envase, no frente de producto.","blocked","brancamenta-450ml","not_supplied_by_source","rejected","pending_review","identity_verified_price_pending","approved","","P0",""
"buhero-negro-450ml","buhero-negro-450ml","buhero-negro-450ml","","Buhero","Buhero Negro","Original","Botella · 450 ml · Unidad","450","ml","1","fernet","","original","Buhero Negro en botella de 450 ml.","fernet,buhero,original","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/fernet/buhero-negro-450ml-master.webp","assets/catalog/products/fernet/buhero-negro-450ml-thumb.webp","","[object Object]","","5a1576b1a7d71616d528f7eaed7772d53d42b13b4afa231cd83b51de42d6d62a","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","buhero-negro-450ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","3f3dad7dedc550e794005973cbbf4611c0b15c73fb778fc93368cb184727796c","P0",""
"gancia-americano-950ml","gancia-americano-950ml","gancia-americano-950ml","","Gancia","Gancia","Americano y limón","Botella · 950 ml · Unidad","950","ml","1","aperitivos","","americano-y-limon","Gancia en botella de 950 ml.","aperitivos,gancia,americano-y-limón","","true","false","true","","","","pending","confirmation_required","","","","[object Object]","pending_review","","","","review_only","No aprobado: La revisión visual encontró dorso del envase, no frente de producto.","blocked","gancia-americano-950ml","not_supplied_by_source","rejected","pending_review","identity_verified_price_pending","approved","","P0",""
"cinzano-rosso-950ml","cinzano-rosso-950ml","cinzano-rosso-950ml","","Cinzano","Cinzano Rosso","Rosso","Botella · 950 ml · Unidad","950","ml","1","aperitivos","","rosso","Cinzano Rosso en botella de 950 ml.","aperitivos,cinzano,rosso","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/aperitivos/cinzano-rosso-950ml-master.webp","assets/catalog/products/aperitivos/cinzano-rosso-950ml-thumb.webp","","[object Object]","","17d7fa69204538d4bbf3c2ec673cbd6ee13ac3580d649d95db0f983e6c47473d","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","cinzano-rosso-950ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","9fd506e3c42e2290439d5c2fc578172f970aacb4727ba65d87186902c2f24834","P0",""
"campari-bitter-750ml","campari-bitter-750ml","campari-bitter-750ml","","Campari","Campari Bitter","Bitter","Botella · 750 ml · Unidad","750","ml","1","aperitivos","","bitter","Campari Bitter en botella de 750 ml.","aperitivos,campari,bitter","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/aperitivos/campari-bitter-750ml-master.webp","assets/catalog/products/aperitivos/campari-bitter-750ml-thumb.webp","","[object Object]","","3e5d28ccab3347ac2ce77e6c8d2ad9eb07017285a798bcdcf2fd60f4873901a4","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","campari-bitter-750ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","388a8a0fd4242155e83f5199edb2510985385fa7d0e96f3a04d2235bf6709e44","P0",""
"aperol-750ml","aperol-750ml","aperol-750ml","","Aperol","Aperol","Original","Botella · 750 ml · Unidad","750","ml","1","aperitivos","","original","Aperol en botella de 750 ml.","aperitivos,aperol,original","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/aperitivos/aperol-750ml-master.webp","assets/catalog/products/aperitivos/aperol-750ml-thumb.webp","","[object Object]","","79b4c6ad725573abc4ae1f20828e376b10949538b9fc76de0a6a34d8887cc76f","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","aperol-750ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","80700bd47b9e23321994b4262d3bb2420b23fa47e11d1d966bd28d1fd969b2c4","P0",""
"martini-bianco-1000ml","martini-bianco-1000ml","martini-bianco-1000ml","","Martini","Martini Bianco","Bianco","Botella · 1 L · Unidad","1000","ml","1","aperitivos","","bianco","Martini Bianco en botella de 1 L.","aperitivos,martini,bianco","","true","false","true","","","","pending","confirmation_required","","","","[object Object]","pending_review","","","","review_only","No aprobado: La revisión visual encontró dorso del envase, no frente de producto.","blocked","martini-bianco-1000ml","not_supplied_by_source","rejected","pending_review","identity_verified_price_pending","approved","","P0",""
"quilmes-clasica-710ml","quilmes-clasica-710ml","quilmes-clasica-710ml","","Quilmes","Quilmes Clásica","Lager","Lata · 710 ml · Unidad","710","ml","1","cervezas","","lager","Cerveza en lata de 710 ml.","cervezas,quilmes,lager","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/cervezas/quilmes-clasica-710ml-master.webp","assets/catalog/products/cervezas/quilmes-clasica-710ml-thumb.webp","","[object Object]","","dff4c3d2c9b1a85a7988f533495a1980bec94a5a600f231632adb5a6162c8f7c","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","quilmes-clasica-710ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","6830b7a57245838bd11299bf8ce2e116dcdcffdb78a1215330f839e4d9f9a2d4","P0",""
"patagonia-lager-del-sur-730ml","patagonia-lager-del-sur-730ml","patagonia-lager-del-sur-730ml","","Patagonia","Patagonia Lager del Sur","Lager","Botella · 730 ml · Unidad","730","ml","1","cervezas","","lager","Cerveza en botella de 730 ml.","cervezas,patagonia,lager","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/cervezas/patagonia-lager-del-sur-730ml-master.webp","assets/catalog/products/cervezas/patagonia-lager-del-sur-730ml-thumb.webp","","[object Object]","","534c31ed67673862596f9be92d960cdc27c6c8ccd32b2ede4511ce57e6a065b2","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","patagonia-lager-del-sur-730ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","37a432376194485c07e0555b4574bea7d33126e448bf815938cbf5819c7c3934","P0",""
"heineken-710ml","heineken-710ml","heineken-710ml","","Heineken","Heineken","Lager","Lata · 710 ml · Unidad","710","ml","1","cervezas","","lager","Cerveza en lata de 710 ml.","cervezas,heineken,lager","","true","false","true","","","","pending","confirmation_required","assets/catalog/products/cervezas/heineken-710ml-master.webp","assets/catalog/products/cervezas/heineken-710ml-thumb.webp","","[object Object]","","c94745725623d9e5708b20a6c3e8755749c92a52ad61d0bca022cf7752d74b2d","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","heineken-710ml","not_supplied_by_source","verified","pending_review","identity_verified_price_pending","verified","e3401e1a5e7ebd66b4a3b89614ca4e6cddc792c90467d6b7b1860573d44293db","P0",""
"stella-artois-sin-alcohol-330ml","stella-artois-sin-alcohol-330ml","stella-artois-sin-alcohol-330ml","","Stella Artois","Stella Artois","Sin alcohol","Botella · 330 ml · Unidad","330","ml","1","cervezas","","sin-alcohol","Cerveza en botella de 330 ml.","cervezas,stella-artois,sin-alcohol","","false","false","true","","","","pending","confirmation_required","assets/catalog/products/cervezas/stella-artois-sin-alcohol-330ml-master.webp","assets/catalog/products/cervezas/stella-artois-sin-alcohol-330ml-thumb.webp","","[object Object]","","419b82de001ee9246e238084e96af2571c6ba3112937b8b597cc81ff7a494a42","","","approved","Identidad y packshot revisados contra ficha de cadena comercial. Derechos de publicación pendientes; precio pendiente por diseño; no comprable.","blocked","stella-artois-sin-alcohol-330ml","not_applicable","verified","pending_review","identity_verified_price_pending","verified","a733a82006ab40c142d690658f418f5be5027f458b291844f969b2ccb405d167","P0",""
